"REF_DATE","GEO","DGUID","Persons in low income","Low income lines","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2002","Saskatchewan","2016A000247","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96519954","11.5.1.2","15.6","D","","","1"
"2003","Saskatchewan","2016A000247","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96519954","11.5.1.2","15.3","C","","","1"
"2004","Saskatchewan","2016A000247","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96519954","11.5.1.2","16.0","C","","","1"
"2005","Saskatchewan","2016A000247","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96519954","11.5.1.2","15.8","C","","","1"
"2006","Saskatchewan","2016A000247","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96519954","11.5.1.2","14.4","C","","","1"
"2007","Saskatchewan","2016A000247","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96519954","11.5.1.2","13.7","C","","","1"
"2008","Saskatchewan","2016A000247","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96519954","11.5.1.2","13.5","C","","","1"
"2009","Saskatchewan","2016A000247","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96519954","11.5.1.2","11.9","C","","","1"
"2010","Saskatchewan","2016A000247","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96519954","11.5.1.2","11.7","C","","","1"
"2011","Saskatchewan","2016A000247","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96519954","11.5.1.2","11.4","C","","","1"
"2012","Saskatchewan","2016A000247","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96519954","11.5.1.2","11.4","C","","","1"
"2013","Saskatchewan","2016A000247","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96519954","11.5.1.2","11.7","C","","","1"
"2014","Saskatchewan","2016A000247","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96519954","11.5.1.2","11.3","D","","","1"
"2015","Saskatchewan","2016A000247","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96519954","11.5.1.2","11.2","D","","","1"
"2016","Saskatchewan","2016A000247","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96519954","11.5.1.2","10.6","D","","","1"
"2017","Saskatchewan","2016A000247","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96519954","11.5.1.2","12.3","C","","","1"
"2018","Saskatchewan","2016A000247","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96519954","11.5.1.2","12.3","C","","","1"
"2015","Saskatchewan","2016A000247","Males","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133227","11.5.6.2","11.3","D","","","1"
"2016","Saskatchewan","2016A000247","Males","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133227","11.5.6.2","10.6","C","","","1"
"2017","Saskatchewan","2016A000247","Males","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133227","11.5.6.2","11.9","C","","","1"
"2018","Saskatchewan","2016A000247","Males","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133227","11.5.6.2","11.0","C","","","1"
"1976","Saskatchewan","2016A000247","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520002","11.9.1.2","19.7","","","","1"
"1977","Saskatchewan","2016A000247","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520002","11.9.1.2","18.9","","","","1"
"1978","Saskatchewan","2016A000247","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520002","11.9.1.2","16.7","","","","1"
"1979","Saskatchewan","2016A000247","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520002","11.9.1.2","18.5","","","","1"
"1980","Saskatchewan","2016A000247","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520002","11.9.1.2","15.8","","","","1"
"1981","Saskatchewan","2016A000247","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520002","11.9.1.2","18.2","","","","1"
"1982","Saskatchewan","2016A000247","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520002","11.9.1.2","14.7","","","","1"
"1983","Saskatchewan","2016A000247","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520002","11.9.1.2","18.8","","","","1"
"1984","Saskatchewan","2016A000247","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520002","11.9.1.2","18.9","","","","1"
"1985","Saskatchewan","2016A000247","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520002","11.9.1.2","17.4","","","","1"
"1986","Saskatchewan","2016A000247","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520002","11.9.1.2","19.4","","","","1"
"1987","Saskatchewan","2016A000247","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520002","11.9.1.2","17.3","","","","1"
"1988","Saskatchewan","2016A000247","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520002","11.9.1.2","18.6","","","","1"
"1989","Saskatchewan","2016A000247","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520002","11.9.1.2","19.1","","","","1"
"1990","Saskatchewan","2016A000247","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520002","11.9.1.2","18.7","","","","1"
"1991","Saskatchewan","2016A000247","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520002","11.9.1.2","18.1","","","","1"
"1992","Saskatchewan","2016A000247","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520002","11.9.1.2","18.0","","","","1"
"1993","Saskatchewan","2016A000247","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520002","11.9.1.2","16.8","C","","","1"
"1994","Saskatchewan","2016A000247","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520002","11.9.1.2","16.7","C","","","1"
"1995","Saskatchewan","2016A000247","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520002","11.9.1.2","16.5","C","","","1"
"1996","Saskatchewan","2016A000247","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520002","11.9.1.2","16.7","C","","","1"
"1997","Saskatchewan","2016A000247","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520002","11.9.1.2","15.0","C","","","1"
"1998","Saskatchewan","2016A000247","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520002","11.9.1.2","17.1","C","","","1"
"1999","Saskatchewan","2016A000247","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520002","11.9.1.2","16.0","C","","","1"
"2000","Saskatchewan","2016A000247","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520002","11.9.1.2","18.1","C","","","1"
"2001","Saskatchewan","2016A000247","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520002","11.9.1.2","17.6","C","","","1"
"2002","Saskatchewan","2016A000247","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520002","11.9.1.2","17.8","C","","","1"
"2003","Saskatchewan","2016A000247","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520002","11.9.1.2","17.1","C","","","1"
"2004","Saskatchewan","2016A000247","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520002","11.9.1.2","18.7","C","","","1"
"2005","Saskatchewan","2016A000247","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520002","11.9.1.2","19.8","C","","","1"
"2006","Saskatchewan","2016A000247","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520002","11.9.1.2","17.5","C","","","1"
"2007","Saskatchewan","2016A000247","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520002","11.9.1.2","16.3","C","","","1"
"2008","Saskatchewan","2016A000247","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520002","11.9.1.2","16.7","C","","","1"
"2009","Saskatchewan","2016A000247","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520002","11.9.1.2","14.1","C","","","1"
"2010","Saskatchewan","2016A000247","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520002","11.9.1.2","14.3","C","","","1"
"2011","Saskatchewan","2016A000247","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520002","11.9.1.2","12.6","C","","","1"
"2012","Saskatchewan","2016A000247","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520002","11.9.1.2","13.3","C","","","1"
"2013","Saskatchewan","2016A000247","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520002","11.9.1.2","13.5","D","","","1"
"2014","Saskatchewan","2016A000247","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520002","11.9.1.2","13.1","D","","","1"
"2015","Saskatchewan","2016A000247","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520002","11.9.1.2","14.0","C","","","1"
"2016","Saskatchewan","2016A000247","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520002","11.9.1.2","12.7","D","","","1"
"2017","Saskatchewan","2016A000247","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520002","11.9.1.2","13.7","C","","","1"
"2018","Saskatchewan","2016A000247","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520002","11.9.1.2","13.8","C","","","1"
"2015","Saskatchewan","2016A000247","Females","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133239","11.9.6.2","14.2","C","","","1"
"2016","Saskatchewan","2016A000247","Females","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133239","11.9.6.2","12.3","D","","","1"
"2017","Saskatchewan","2016A000247","Females","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133239","11.9.6.2","12.5","C","","","1"
"2018","Saskatchewan","2016A000247","Females","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133239","11.9.6.2","11.5","C","","","1"
"1976","Alberta","2016A000248","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520314","12.1.1.2","11.1","","","","1"
"1977","Alberta","2016A000248","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520314","12.1.1.2","11.4","","","","1"
"1978","Alberta","2016A000248","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520314","12.1.1.2","10.7","","","","1"
"1979","Alberta","2016A000248","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520314","12.1.1.2","11.3","","","","1"
"1980","Alberta","2016A000248","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520314","12.1.1.2","10.5","","","","1"
"1981","Alberta","2016A000248","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520314","12.1.1.2","8.7","","","","1"
"1982","Alberta","2016A000248","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520314","12.1.1.2","8.7","","","","1"
"1983","Alberta","2016A000248","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520314","12.1.1.2","11.4","","","","1"
"1984","Alberta","2016A000248","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520314","12.1.1.2","12.6","","","","1"
"1985","Alberta","2016A000248","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520314","12.1.1.2","10.0","","","","1"
"1986","Alberta","2016A000248","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520314","12.1.1.2","10.0","","","","1"
"1987","Alberta","2016A000248","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520314","12.1.1.2","12.5","","","","1"
"1988","Alberta","2016A000248","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520314","12.1.1.2","11.1","","","","1"
"1989","Alberta","2016A000248","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520314","12.1.1.2","12.0","","","","1"
"1990","Alberta","2016A000248","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520314","12.1.1.2","11.8","","","","1"
"1991","Alberta","2016A000248","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520314","12.1.1.2","11.0","","","","1"
"1992","Alberta","2016A000248","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520314","12.1.1.2","13.7","","","","1"
"1993","Alberta","2016A000248","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520314","12.1.1.2","11.2","C","","","1"
"1994","Alberta","2016A000248","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520314","12.1.1.2","11.8","C","","","1"
"1995","Alberta","2016A000248","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520314","12.1.1.2","11.0","C","","","1"
"1996","Alberta","2016A000248","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520314","12.1.1.2","11.4","C","","","1"
"1997","Alberta","2016A000248","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520314","12.1.1.2","10.2","C","","","1"
"1998","Alberta","2016A000248","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520314","12.1.1.2","11.3","C","","","1"
"1999","Alberta","2016A000248","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520314","12.1.1.2","10.9","C","","","1"
"2000","Alberta","2016A000248","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520314","12.1.1.2","10.3","C","","","1"
"2001","Alberta","2016A000248","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520314","12.1.1.2","9.6","C","","","1"
"2002","Alberta","2016A000248","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520314","12.1.1.2","8.3","C","","","1"
"2003","Alberta","2016A000248","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520314","12.1.1.2","10.9","C","","","1"
"2004","Alberta","2016A000248","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520314","12.1.1.2","11.1","C","","","1"
"2005","Alberta","2016A000248","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520314","12.1.1.2","8.7","D","","","1"
"2006","Alberta","2016A000248","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520314","12.1.1.2","8.2","C","","","1"
"2007","Alberta","2016A000248","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520314","12.1.1.2","8.4","C","","","1"
"2008","Alberta","2016A000248","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520314","12.1.1.2","8.3","C","","","1"
"2009","Alberta","2016A000248","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520314","12.1.1.2","9.0","C","","","1"
"2010","Alberta","2016A000248","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520314","12.1.1.2","9.2","C","","","1"
"2011","Alberta","2016A000248","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520314","12.1.1.2","9.1","C","","","1"
"2012","Alberta","2016A000248","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520314","12.1.1.2","6.8","D","","","1"
"2013","Alberta","2016A000248","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520314","12.1.1.2","7.8","D","","","1"
"2014","Alberta","2016A000248","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520314","12.1.1.2","6.9","D","","","1"
"2015","Alberta","2016A000248","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520314","12.1.1.2","6.9","D","","","1"
"2016","Alberta","2016A000248","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520314","12.1.1.2","8.1","D","","","1"
"2017","Alberta","2016A000248","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520314","12.1.1.2","7.2","D","","","1"
"2018","Alberta","2016A000248","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520314","12.1.1.2","7.5","C","","","1"
"2015","Alberta","2016A000248","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133317","12.1.6.2","10.0","D","","","1"
"2016","Alberta","2016A000248","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133317","12.1.6.2","10.8","C","","","1"
"2017","Alberta","2016A000248","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133317","12.1.6.2","9.0","C","","","1"
"2018","Alberta","2016A000248","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133317","12.1.6.2","9.4","C","","","1"
"1976","Alberta","2016A000248","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520362","12.5.1.2","9.9","","","","1"
"1977","Alberta","2016A000248","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520362","12.5.1.2","9.8","","","","1"
"1978","Alberta","2016A000248","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520362","12.5.1.2","8.9","","","","1"
"1979","Alberta","2016A000248","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520362","12.5.1.2","9.6","","","","1"
"1980","Alberta","2016A000248","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520362","12.5.1.2","8.9","","","","1"
"1981","Alberta","2016A000248","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520362","12.5.1.2","8.1","","","","1"
"1982","Alberta","2016A000248","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520362","12.5.1.2","7.8","","","","1"
"1983","Alberta","2016A000248","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520362","12.5.1.2","10.4","","","","1"
"1984","Alberta","2016A000248","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520362","12.5.1.2","11.3","","","","1"
"1985","Alberta","2016A000248","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520362","12.5.1.2","9.4","","","","1"
"1986","Alberta","2016A000248","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520362","12.5.1.2","9.4","","","","1"
"1987","Alberta","2016A000248","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520362","12.5.1.2","11.9","","","","1"
"1988","Alberta","2016A000248","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520362","12.5.1.2","9.9","","","","1"
"1989","Alberta","2016A000248","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520362","12.5.1.2","10.9","","","","1"
"1990","Alberta","2016A000248","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520362","12.5.1.2","10.9","","","","1"
"1991","Alberta","2016A000248","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520362","12.5.1.2","10.5","","","","1"
"1992","Alberta","2016A000248","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520362","12.5.1.2","12.8","","","","1"
"1993","Alberta","2016A000248","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520362","12.5.1.2","10.1","C","","","1"
"1994","Alberta","2016A000248","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520362","12.5.1.2","10.6","C","","","1"
"1995","Alberta","2016A000248","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520362","12.5.1.2","10.5","C","","","1"
"1996","Alberta","2016A000248","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520362","12.5.1.2","10.3","C","","","1"
"1997","Alberta","2016A000248","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520362","12.5.1.2","9.5","C","","","1"
"1998","Alberta","2016A000248","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520362","12.5.1.2","11.5","C","","","1"
"1999","Alberta","2016A000248","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520362","12.5.1.2","10.8","D","","","1"
"2000","Alberta","2016A000248","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520362","12.5.1.2","9.6","C","","","1"
"2001","Alberta","2016A000248","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520362","12.5.1.2","9.1","D","","","1"
"2002","Alberta","2016A000248","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520362","12.5.1.2","7.7","D","","","1"
"2003","Alberta","2016A000248","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520362","12.5.1.2","10.4","D","","","1"
"2004","Alberta","2016A000248","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520362","12.5.1.2","10.0","D","","","1"
"2005","Alberta","2016A000248","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520362","12.5.1.2","8.4","D","","","1"
"2006","Alberta","2016A000248","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520362","12.5.1.2","8.0","D","","","1"
"2007","Alberta","2016A000248","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520362","12.5.1.2","8.2","D","","","1"
"2008","Alberta","2016A000248","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520362","12.5.1.2","7.8","D","","","1"
"2009","Alberta","2016A000248","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520362","12.5.1.2","9.2","D","","","1"
"2010","Alberta","2016A000248","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520362","12.5.1.2","9.2","D","","","1"
"2011","Alberta","2016A000248","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520362","12.5.1.2","8.6","D","","","1"
"2012","Alberta","2016A000248","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520362","12.5.1.2","6.6","D","","","1"
"2013","Alberta","2016A000248","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520362","12.5.1.2","7.7","D","","","1"
"2014","Alberta","2016A000248","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520362","12.5.1.2","7.3","D","","","1"
"2015","Alberta","2016A000248","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520362","12.5.1.2","6.6","D","","","1"
"2016","Alberta","2016A000248","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520362","12.5.1.2","8.2","D","","","1"
"2017","Alberta","2016A000248","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520362","12.5.1.2","6.4","D","","","1"
"2018","Alberta","2016A000248","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520362","12.5.1.2","7.5","D","","","1"
"2015","Alberta","2016A000248","Males","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133329","12.5.6.2","9.5","D","","","1"
"2016","Alberta","2016A000248","Males","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133329","12.5.6.2","10.5","D","","","1"
"2017","Alberta","2016A000248","Males","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133329","12.5.6.2","8.2","D","","","1"
"2018","Alberta","2016A000248","Males","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133329","12.5.6.2","9.6","D","","","1"
"1976","Alberta","2016A000248","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520410","12.9.1.2","12.4","","","","1"
"1977","Alberta","2016A000248","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520410","12.9.1.2","13.0","","","","1"
"1978","Alberta","2016A000248","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520410","12.9.1.2","12.5","","","","1"
"1979","Alberta","2016A000248","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520410","12.9.1.2","13.1","","","","1"
"1980","Alberta","2016A000248","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520410","12.9.1.2","12.1","","","","1"
"1981","Alberta","2016A000248","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520410","12.9.1.2","9.4","","","","1"
"1982","Alberta","2016A000248","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520410","12.9.1.2","9.6","","","","1"
"1983","Alberta","2016A000248","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520410","12.9.1.2","12.5","","","","1"
"1984","Alberta","2016A000248","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520410","12.9.1.2","13.9","","","","1"
"1985","Alberta","2016A000248","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520410","12.9.1.2","10.6","","","","1"
"1986","Alberta","2016A000248","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520410","12.9.1.2","10.6","","","","1"
"1987","Alberta","2016A000248","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520410","12.9.1.2","13.1","","","","1"
"1988","Alberta","2016A000248","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520410","12.9.1.2","12.3","","","","1"
"1989","Alberta","2016A000248","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520410","12.9.1.2","13.2","","","","1"
"1990","Alberta","2016A000248","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520410","12.9.1.2","12.6","","","","1"
"1991","Alberta","2016A000248","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520410","12.9.1.2","11.4","","","","1"
"1992","Alberta","2016A000248","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520410","12.9.1.2","14.5","","","","1"
"1993","Alberta","2016A000248","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520410","12.9.1.2","12.3","C","","","1"
"1994","Alberta","2016A000248","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520410","12.9.1.2","13.1","C","","","1"
"1995","Alberta","2016A000248","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520410","12.9.1.2","11.6","C","","","1"
"1996","Alberta","2016A000248","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520410","12.9.1.2","12.5","C","","","1"
"1997","Alberta","2016A000248","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520410","12.9.1.2","10.9","C","","","1"
"1998","Alberta","2016A000248","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520410","12.9.1.2","11.0","C","","","1"
"1999","Alberta","2016A000248","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520410","12.9.1.2","10.9","C","","","1"
"2000","Alberta","2016A000248","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520410","12.9.1.2","11.0","C","","","1"
"2001","Alberta","2016A000248","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520410","12.9.1.2","10.1","C","","","1"
"2002","Alberta","2016A000248","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96520410","12.9.1.2","9.0","C","","","1"
